ant,from,to,m,tracklet,assigned,single,source
Ant,18001,18600,3,trj_id21_ti3_1_tf3_600,1,1,1
Ant,18601,19200,3,trj_id23_ti3_601_tf3_1200,1,1,1
Ant,19201,19800,3,trj_id23_ti3_1201_tf3_1800,1,1,1
Ant,19801,20400,3,trj_id24_ti3_1801_tf3_2400,1,1,1
Ant,20401,20683,3,trj_id23_ti3_2401_tf3_2683,1,1,1
Ant,20684,21283,3,trj_id23_ti3_2684_tf3_3283,1,0,1
Ant,21284,21883,3,trj_id23_ti3_3284_tf3_3883,1,1,1
Ant,21884,22483,3,trj_id23_ti3_3884_tf3_4483,1,1,1
Ant,22484,23083,3,trj_id23_ti3_4484_tf3_5083,1,1,1
Ant,23084,23142,3,trj_id7_ti3_5084_tf3_5142,1,0,1
Ant,23143,23742,3,trj_id29_ti3_5143_tf3_5742,1,1,1
Ant,23743,24342,3,trj_id26_ti3_5743_tf3_6342,1,1,1
Ant,24343,24942,3,trj_id21_ti3_6343_tf3_6942,1,1,1
Ant,24943,25300,3,trj_id21_ti3_6943_tf3_7300,1,1,1
Ant,25301,25302,3,trj_id17_ti3_7301_tf3_7302,1,0,1
Ant,25303,25304,3,trj_id18_ti3_7303_tf3_7304,1,1,1
Ant,25305,25306,3,trj_id17_ti3_7305_tf3_7306,1,0,1
Ant,25307,25323,3,trj_id18_ti3_7307_tf3_7323,1,1,1
Ant,25324,25646,3,trj_id17_ti3_7324_tf3_7646,1,0,1
Ant,25647,25647,3,trj_id30_ti3_7647_tf3_7647,1,1,1
Ant,25648,25969,3,trj_id17_ti3_7648_tf3_7969,1,0,1
Ant,25970,25970,3,trj_id17_ti3_7970_tf3_7970,1,1,1
Ant,25971,26570,3,trj_id17_ti3_7971_tf3_8570,1,0,1
Ant,26571,27000,3,trj_id17_ti3_8571_tf3_9000,1,1,1
Larva,18001,18600,3,trj_id18_ti3_1_tf3_600,1,1,1
Larva,18601,19200,3,trj_id21_ti3_601_tf3_1200,1,1,1
Larva,19201,19800,3,trj_id18_ti3_1201_tf3_1800,1,1,1
Larva,19801,20400,3,trj_id18_ti3_1801_tf3_2400,1,1,1
Larva,20401,21000,3,trj_id18_ti3_2401_tf3_3000,1,1,1
Larva,21001,21600,3,trj_id19_ti3_3001_tf3_3600,1,1,1
Larva,21601,22200,3,trj_id18_ti3_3601_tf3_4200,1,1,1
Larva,22201,22800,3,trj_id18_ti3_4201_tf3_4800,1,1,1
Larva,22801,23400,3,trj_id17_ti3_4801_tf3_5400,1,1,1
Larva,23401,24000,3,trj_id18_ti3_5401_tf3_6000,1,1,1
Larva,24001,24600,3,trj_id18_ti3_6001_tf3_6600,1,1,1
Larva,24601,25200,3,trj_id18_ti3_6601_tf3_7200,1,1,1
Larva,25201,25300,3,trj_id18_ti3_7201_tf3_7300,1,1,1
Larva,25301,25302,3,trj_id17_ti3_7301_tf3_7302,1,0,0
Larva,25303,25304,3,trj_id17_ti3_7303_tf3_7304,1,1,1
Larva,25305,25306,3,trj_id17_ti3_7305_tf3_7306,1,0,0
Larva,25307,25323,3,trj_id17_ti3_7307_tf3_7323,1,1,1
Larva,25324,25646,3,trj_id17_ti3_7324_tf3_7646,1,0,0
Larva,25647,25647,3,trj_id17_ti3_7647_tf3_7647,1,0,0
Larva,25648,25969,3,trj_id17_ti3_7648_tf3_7969,1,0,0
Larva,25970,25970,3,trj_id23_ti3_7970_tf3_7970,1,0,0
Larva,25971,26570,3,trj_id17_ti3_7971_tf3_8570,1,0,0
