ant,from,to,m,tracklet,assigned,single,source
Ant,45001,45600,6,trj_id10_ti6_1_tf6_600,1,1,1
Ant,45601,46200,6,trj_id10_ti6_601_tf6_1200,1,1,1
Ant,46201,46295,6,trj_id12_ti6_1201_tf6_1295,1,0,1
Ant,46296,46304,6,trj_id2_ti6_1296_tf6_1304,1,1,1
Ant,46305,46321,6,trj_id2_ti6_1305_tf6_1321,1,0,1
Ant,46322,46341,6,trj_id2_ti6_1322_tf6_1341,1,1,1
Ant,46342,46351,6,trj_id2_ti6_1342_tf6_1351,1,0,1
Ant,46352,46369,6,trj_id2_ti6_1352_tf6_1369,1,1,1
Ant,46370,46381,6,trj_id2_ti6_1370_tf6_1381,1,0,1
Ant,46382,46417,6,trj_id20_ti6_1382_tf6_1417,1,1,1
Ant,46418,46434,6,trj_id2_ti6_1418_tf6_1434,1,0,1
Ant,46435,46504,6,trj_id2_ti6_1435_tf6_1504,1,1,1
Ant,46505,46540,6,trj_id2_ti6_1505_tf6_1540,1,0,1
Ant,46541,46684,6,trj_id2_ti6_1541_tf6_1684,1,1,1
Ant,46685,46733,6,trj_id2_ti6_1685_tf6_1733,1,0,1
Ant,46734,46881,6,trj_id14_ti6_1734_tf6_1881,1,1,1
Ant,46882,46884,6,trj_id2_ti6_1882_tf6_1884,1,0,1
Ant,46885,46888,6,trj_id6_ti6_1885_tf6_1888,1,1,1
Ant,46889,46906,6,trj_id6_ti6_1889_tf6_1906,1,0,1
Ant,46907,47304,6,trj_id6_ti6_1907_tf6_2304,1,1,1
Ant,47305,47305,6,trj_id6_ti6_2305_tf6_2305,1,0,1
Ant,47306,47306,6,trj_id3_ti6_2306_tf6_2306,1,1,1
Ant,47307,47330,6,trj_id3_ti6_2307_tf6_2330,1,0,1
Ant,47331,47369,6,trj_id26_ti6_2331_tf6_2369,1,1,1
Ant,47371,47463,6,trj_id26_ti6_2371_tf6_2463,1,1,1
Ant,47464,47489,6,trj_id3_ti6_2464_tf6_2489,1,0,1
Ant,47490,47569,6,trj_id3_ti6_2490_tf6_2569,1,1,1
Ant,47570,47600,6,trj_id3_ti6_2570_tf6_2600,1,0,1
Ant,47601,47681,6,trj_id32_ti6_2601_tf6_2681,1,1,1
Ant,47682,47711,6,trj_id3_ti6_2682_tf6_2711,1,0,1
Ant,47712,48311,6,trj_id3_ti6_2712_tf6_3311,1,1,1
Ant,48312,48750,6,trj_id3_ti6_3312_tf6_3750,1,1,1
Ant,48751,48775,6,trj_id3_ti6_3751_tf6_3775,1,0,1
Ant,48776,48803,6,trj_id37_ti6_3776_tf6_3803,1,1,1
Ant,48804,48908,6,trj_id3_ti6_3804_tf6_3908,1,0,1
Ant,48909,49276,6,trj_id3_ti6_3909_tf6_4276,1,1,1
Ant,49277,49291,6,trj_id3_ti6_4277_tf6_4291,1,0,1
Ant,49292,49351,6,trj_id32_ti6_4292_tf6_4351,1,1,1
Ant,49352,49359,6,trj_id3_ti6_4352_tf6_4359,1,0,1
Ant,49360,49711,6,trj_id3_ti6_4360_tf6_4711,1,1,1
Ant,49712,49754,6,trj_id3_ti6_4712_tf6_4754,1,0,1
Ant,49755,49837,6,trj_id34_ti6_4755_tf6_4837,1,1,1
Ant,49838,49904,6,trj_id3_ti6_4838_tf6_4904,1,0,1
Ant,49905,50149,6,trj_id3_ti6_4905_tf6_5149,1,1,1
Ant,50150,50547,6,trj_id3_ti6_5150_tf6_5547,1,0,1
Ant,50548,50601,6,trj_id13_ti6_5548_tf6_5601,1,1,1
Ant,50602,50602,6,trj_id3_ti6_5602_tf6_5602,1,0,1
Ant,50603,50607,6,trj_id13_ti6_5603_tf6_5607,1,1,1
Ant,50608,50790,6,trj_id3_ti6_5608_tf6_5790,1,0,1
Ant,50791,50792,6,trj_id3_ti6_5791_tf6_5792,1,1,1
Ant,50793,50798,6,trj_id3_ti6_5793_tf6_5798,1,0,1
Ant,50799,51021,6,trj_id3_ti6_5799_tf6_6021,1,1,1
Ant,51022,51168,6,trj_id3_ti6_6022_tf6_6168,1,0,1
Ant,51169,51201,6,trj_id23_ti6_6169_tf6_6201,1,1,1
Ant,51202,51282,6,trj_id3_ti6_6202_tf6_6282,1,0,1
Ant,51283,51323,6,trj_id3_ti6_6283_tf6_6323,1,1,1
Ant,51324,51692,6,trj_id3_ti6_6324_tf6_6692,1,0,1
Ant,51693,51706,6,trj_id27_ti6_6693_tf6_6706,1,1,1
Ant,51707,51784,6,trj_id3_ti6_6707_tf6_6784,1,0,1
Ant,51785,51859,6,trj_id3_ti6_6785_tf6_6859,1,1,1
Ant,51860,51881,6,trj_id3_ti6_6860_tf6_6881,1,0,1
Ant,51882,51891,6,trj_id31_ti6_6882_tf6_6891,1,1,1
Ant,51892,51916,6,trj_id3_ti6_6892_tf6_6916,1,0,1
Ant,51917,52051,6,trj_id3_ti6_6917_tf6_7051,1,1,1
Ant,52052,52094,6,trj_id3_ti6_7052_tf6_7094,1,0,1
Ant,52095,52134,6,trj_id36_ti6_7095_tf6_7134,1,1,1
Ant,52135,52162,6,trj_id3_ti6_7135_tf6_7162,1,0,1
Ant,52163,52244,6,trj_id3_ti6_7163_tf6_7244,1,1,1
Ant,52245,52459,6,trj_id3_ti6_7245_tf6_7459,1,0,1
Ant,52460,52494,6,trj_id37_ti6_7460_tf6_7494,1,1,1
Ant,52495,52542,6,trj_id3_ti6_7495_tf6_7542,1,0,1
Ant,52543,52621,6,trj_id3_ti6_7543_tf6_7621,1,1,1
Ant,52622,52627,6,trj_id3_ti6_7622_tf6_7627,1,0,1
Ant,52628,52629,6,trj_id3_ti6_7628_tf6_7629,1,1,1
Ant,52630,52721,6,trj_id3_ti6_7630_tf6_7721,1,0,1
Ant,52722,52800,6,trj_id12_ti6_7722_tf6_7800,1,1,1
Ant,52801,52867,6,trj_id3_ti6_7801_tf6_7867,1,0,1
Ant,52868,53222,6,trj_id3_ti6_7868_tf6_8222,1,1,1
Ant,53223,53272,6,trj_id3_ti6_8223_tf6_8272,1,0,1
Ant,53273,53455,6,trj_id7_ti6_8273_tf6_8455,1,1,1
Ant,53456,53501,6,trj_id3_ti6_8456_tf6_8501,1,0,1
Ant,53502,53632,6,trj_id3_ti6_8502_tf6_8632,1,1,1
Ant,53633,53712,6,trj_id3_ti6_8633_tf6_8712,1,0,1
Ant,53713,53774,6,trj_id22_ti6_8713_tf6_8774,1,1,1
Ant,53775,54000,6,trj_id6_ti6_8775_tf6_9000,1,0,1
Larva,46201,46295,6,trj_id12_ti6_1201_tf6_1295,1,0,0
Larva,46296,46304,6,trj_id12_ti6_1296_tf6_1304,1,1,1
Larva,46305,46321,6,trj_id2_ti6_1305_tf6_1321,1,0,0
Larva,46322,46341,6,trj_id35_ti6_1322_tf6_1341,1,1,1
Larva,46342,46351,6,trj_id2_ti6_1342_tf6_1351,1,0,0
Larva,46352,46369,6,trj_id36_ti6_1352_tf6_1369,1,1,0
Larva,46370,46381,6,trj_id2_ti6_1370_tf6_1381,1,0,0
Larva,46382,46417,6,trj_id2_ti6_1382_tf6_1417,1,1,1
Larva,46418,46434,6,trj_id2_ti6_1418_tf6_1434,1,0,0
Larva,46435,46504,6,trj_id29_ti6_1435_tf6_1504,1,1,1
Larva,46505,46540,6,trj_id2_ti6_1505_tf6_1540,1,0,0
Larva,46541,46684,6,trj_id26_ti6_1541_tf6_1684,1,1,1
Larva,46685,46733,6,trj_id2_ti6_1685_tf6_1733,1,0,0
Larva,46734,46881,6,trj_id2_ti6_1734_tf6_1881,1,1,1
Larva,46882,46884,6,trj_id2_ti6_1882_tf6_1884,1,0,0
Larva,46885,46888,6,trj_id14_ti6_1885_tf6_1888,1,1,1
Larva,46889,46906,6,trj_id6_ti6_1889_tf6_1906,1,0,0
Larva,46907,47304,6,trj_id26_ti6_1907_tf6_2304,1,1,1
Larva,47305,47305,6,trj_id6_ti6_2305_tf6_2305,1,0,0
Larva,47306,47306,6,trj_id34_ti6_2306_tf6_2306,1,1,1
Larva,47307,47330,6,trj_id3_ti6_2307_tf6_2330,1,0,0
Larva,47331,47463,6,trj_id3_ti6_2331_tf6_2463,1,1,1
Larva,47464,47489,6,trj_id3_ti6_2464_tf6_2489,1,0,0
Larva,47490,47569,6,trj_id28_ti6_2490_tf6_2569,1,1,1
Larva,47570,47600,6,trj_id3_ti6_2570_tf6_2600,1,0,0
Larva,47601,47681,6,trj_id3_ti6_2601_tf6_2681,1,1,1
Larva,47682,47711,6,trj_id3_ti6_2682_tf6_2711,1,0,0
Larva,47712,48311,6,trj_id24_ti6_2712_tf6_3311,1,1,1
Larva,48312,48750,6,trj_id24_ti6_3312_tf6_3750,1,1,1
Larva,48751,48775,6,trj_id3_ti6_3751_tf6_3775,1,0,0
Larva,48776,48803,6,trj_id3_ti6_3776_tf6_3803,1,1,1
Larva,48804,48908,6,trj_id3_ti6_3804_tf6_3908,1,0,0
Larva,48909,49276,6,trj_id32_ti6_3909_tf6_4276,1,1,1
Larva,49277,49291,6,trj_id3_ti6_4277_tf6_4291,1,0,0
Larva,49292,49351,6,trj_id3_ti6_4292_tf6_4351,1,1,1
Larva,49352,49359,6,trj_id3_ti6_4352_tf6_4359,1,0,0
Larva,49360,49711,6,trj_id32_ti6_4360_tf6_4711,1,1,1
Larva,49712,49754,6,trj_id3_ti6_4712_tf6_4754,1,0,0
Larva,49755,49837,6,trj_id3_ti6_4755_tf6_4837,1,1,1
Larva,49838,49904,6,trj_id3_ti6_4838_tf6_4904,1,0,0
Larva,49905,50149,6,trj_id23_ti6_4905_tf6_5149,1,1,1
Larva,50150,50547,6,trj_id3_ti6_5150_tf6_5547,1,0,0
Larva,50548,50601,6,trj_id3_ti6_5548_tf6_5601,1,1,1
Larva,50602,50602,6,trj_id3_ti6_5602_tf6_5602,1,0,0
Larva,50603,50607,6,trj_id3_ti6_5603_tf6_5607,1,1,1
Larva,50608,50790,6,trj_id3_ti6_5608_tf6_5790,1,0,0
Larva,50791,50792,6,trj_id36_ti6_5791_tf6_5792,1,1,1
Larva,50793,50798,6,trj_id3_ti6_5793_tf6_5798,1,0,0
Larva,50799,51021,6,trj_id36_ti6_5799_tf6_6021,1,1,1
Larva,51022,51168,6,trj_id3_ti6_6022_tf6_6168,1,0,0
Larva,51169,51201,6,trj_id3_ti6_6169_tf6_6201,1,1,1
Larva,51202,51282,6,trj_id3_ti6_6202_tf6_6282,1,0,0
Larva,51283,51323,6,trj_id23_ti6_6283_tf6_6323,1,1,1
Larva,51324,51692,6,trj_id3_ti6_6324_tf6_6692,1,0,0
Larva,51693,51706,6,trj_id3_ti6_6693_tf6_6706,1,1,1
Larva,51707,51784,6,trj_id3_ti6_6707_tf6_6784,1,0,0
Larva,51785,51859,6,trj_id35_ti6_6785_tf6_6859,1,1,1
Larva,51860,51881,6,trj_id3_ti6_6860_tf6_6881,1,0,0
Larva,51882,51891,6,trj_id3_ti6_6882_tf6_6891,1,1,1
Larva,51892,51916,6,trj_id3_ti6_6892_tf6_6916,1,0,0
Larva,51917,52051,6,trj_id34_ti6_6917_tf6_7051,1,1,1
Larva,52052,52094,6,trj_id3_ti6_7052_tf6_7094,1,0,0
Larva,52095,52134,6,trj_id3_ti6_7095_tf6_7134,1,1,1
Larva,52135,52162,6,trj_id3_ti6_7135_tf6_7162,1,0,0
Larva,52163,52244,6,trj_id7_ti6_7163_tf6_7244,1,1,1
Larva,52245,52459,6,trj_id3_ti6_7245_tf6_7459,1,0,0
Larva,52460,52494,6,trj_id3_ti6_7460_tf6_7494,1,1,1
Larva,52495,52542,6,trj_id3_ti6_7495_tf6_7542,1,0,0
Larva,52543,52621,6,trj_id30_ti6_7543_tf6_7621,1,1,1
Larva,52622,52627,6,trj_id3_ti6_7622_tf6_7627,1,0,0
Larva,52628,52629,6,trj_id30_ti6_7628_tf6_7629,1,1,1
Larva,52630,52721,6,trj_id3_ti6_7630_tf6_7721,1,0,0
Larva,52722,52800,6,trj_id3_ti6_7722_tf6_7800,1,1,1
Larva,52801,52867,6,trj_id3_ti6_7801_tf6_7867,1,0,0
Larva,52868,53222,6,trj_id30_ti6_7868_tf6_8222,1,1,1
Larva,53223,53272,6,trj_id3_ti6_8223_tf6_8272,1,0,0
Larva,53273,53455,6,trj_id3_ti6_8273_tf6_8455,1,1,1
Larva,53456,53501,6,trj_id3_ti6_8456_tf6_8501,1,0,0
Larva,53502,53632,6,trj_id29_ti6_8502_tf6_8632,1,1,1
Larva,53633,53712,6,trj_id3_ti6_8633_tf6_8712,1,0,0
Larva,53713,53774,6,trj_id6_ti6_8713_tf6_8774,1,1,1
Larva,53775,54000,6,trj_id6_ti6_8775_tf6_9000,1,0,0
