ant,from,to,m,tracklet,assigned,single,source
Ant,45001,45001,6,trj_id5_ti6_1_tf6_1,1,0,1
Ant,45002,45202,6,trj_id31_ti6_2_tf6_202,1,1,1
Ant,45203,45309,6,trj_id5_ti6_203_tf6_309,1,0,1
Ant,45310,45310,6,trj_id5_ti6_310_tf6_310,1,0,1
Ant,45311,45311,6,trj_id30_ti6_311_tf6_311,1,1,1
Ant,45312,45318,6,trj_id5_ti6_312_tf6_318,1,0,1
Ant,45319,45319,6,trj_id30_ti6_319_tf6_319,1,1,1
Ant,45320,45324,6,trj_id5_ti6_320_tf6_324,1,0,1
Ant,45325,45327,6,trj_id15_ti6_325_tf6_327,1,1,1
Ant,45328,45349,6,trj_id5_ti6_328_tf6_349,1,0,1
Ant,45350,45431,6,trj_id5_ti6_350_tf6_431,1,1,1
Ant,45432,45432,6,trj_id5_ti6_432_tf6_432,1,0,1
Ant,45433,45433,6,trj_id5_ti6_433_tf6_433,1,1,1
Ant,45434,45468,6,trj_id5_ti6_434_tf6_468,1,0,1
Ant,45469,45487,6,trj_id23_ti6_469_tf6_487,1,1,1
Ant,45488,45663,6,trj_id5_ti6_488_tf6_663,1,0,1
Ant,45664,45698,6,trj_id31_ti6_664_tf6_698,1,1,1
Ant,45699,45803,6,trj_id31_ti6_699_tf6_803,1,0,1
Ant,45804,45843,6,trj_id30_ti6_804_tf6_843,1,0,0
Ant,45844,45993,6,trj_id21_ti6_844_tf6_993,1,1,1
Ant,46009,46013,6,trj_id36_ti6_1009_tf6_1013,1,1,1
Ant,46034,46133,6,trj_id40_ti6_1034_tf6_1133,1,1,1
Ant,46134,46135,6,trj_id20_ti6_1134_tf6_1135,1,0,1
Ant,46136,46141,6,trj_id26_ti6_1136_tf6_1141,1,1,1
Ant,46142,46147,6,trj_id20_ti6_1142_tf6_1147,1,0,1
Ant,46148,46148,6,trj_id20_ti6_1148_tf6_1148,1,1,1
Ant,46149,46149,6,trj_id20_ti6_1149_tf6_1149,1,0,1
Ant,46150,46150,6,trj_id20_ti6_1150_tf6_1150,1,1,1
Ant,46151,46205,6,trj_id20_ti6_1151_tf6_1205,1,0,1
Ant,46206,46293,6,trj_id2_ti6_1206_tf6_1293,1,1,1
Ant,46302,46378,6,trj_id17_ti6_1302_tf6_1378,1,1,1
Ant,46379,46387,6,trj_id17_ti6_1379_tf6_1387,1,0,1
Ant,46388,46390,6,trj_id17_ti6_1388_tf6_1390,1,1,1
Ant,46391,46456,6,trj_id17_ti6_1391_tf6_1456,1,0,1
Ant,46457,46462,6,trj_id36_ti6_1457_tf6_1462,1,1,1
Ant,46463,46670,6,trj_id17_ti6_1463_tf6_1670,1,0,1
Ant,46671,46724,6,trj_id17_ti6_1671_tf6_1724,1,1,1
Ant,46725,46878,6,trj_id6_ti6_1725_tf6_1878,1,0,1
Ant,46879,46884,6,trj_id39_ti6_1879_tf6_1884,1,1,1
Ant,46885,47291,6,trj_id2_ti6_1885_tf6_2291,1,0,1
Ant,47292,47329,6,trj_id32_ti6_2292_tf6_2329,1,1,1
Ant,47330,47519,6,trj_id2_ti6_2330_tf6_2519,1,0,1
Ant,47520,47523,6,trj_id29_ti6_2520_tf6_2523,1,1,1
Ant,47524,47750,6,trj_id2_ti6_2524_tf6_2750,1,0,1
Ant,47751,47785,6,trj_id36_ti6_2751_tf6_2785,1,1,1
Ant,47786,47848,6,trj_id2_ti6_2786_tf6_2848,1,0,1
Ant,47849,47871,6,trj_id36_ti6_2849_tf6_2871,1,1,1
Ant,47872,47903,6,trj_id2_ti6_2872_tf6_2903,1,0,1
Ant,47904,48101,6,trj_id27_ti6_2904_tf6_3101,1,0,1
Ant,48102,48244,6,trj_id27_ti6_3102_tf6_3244,1,1,1
Ant,48245,48316,6,trj_id14_ti6_3245_tf6_3316,1,0,1
Ant,48317,48328,6,trj_id27_ti6_3317_tf6_3328,1,1,1
Ant,48329,48331,6,trj_id14_ti6_3329_tf6_3331,1,0,1
Ant,48332,48336,6,trj_id27_ti6_3332_tf6_3336,1,1,1
Ant,48337,48364,6,trj_id14_ti6_3337_tf6_3364,1,0,1
Ant,48365,48366,6,trj_id14_ti6_3365_tf6_3366,1,1,1
Ant,48367,48367,6,trj_id14_ti6_3367_tf6_3367,1,0,1
Ant,48368,48376,6,trj_id14_ti6_3368_tf6_3376,1,1,1
Ant,48377,48377,6,trj_id14_ti6_3377_tf6_3377,1,0,1
Ant,48378,48390,6,trj_id14_ti6_3378_tf6_3390,1,1,1
Ant,48391,48488,6,trj_id14_ti6_3391_tf6_3488,1,0,1
Ant,48489,48697,6,trj_id14_ti6_3489_tf6_3697,1,1,1
Ant,48698,49297,6,trj_id14_ti6_3698_tf6_4297,1,0,1
Ant,49298,49897,6,trj_id14_ti6_4298_tf6_4897,1,1,1
Ant,49898,49991,6,trj_id14_ti6_4898_tf6_4991,1,0,1
Ant,49992,50001,6,trj_id30_ti6_4992_tf6_5001,1,1,1
Ant,50002,50092,6,trj_id14_ti6_5002_tf6_5092,1,0,1
Ant,50093,50114,6,trj_id28_ti6_5093_tf6_5114,1,1,1
Ant,50115,50170,6,trj_id14_ti6_5115_tf6_5170,1,0,1
Ant,50171,50240,6,trj_id11_ti6_5171_tf6_5240,1,1,1
Ant,50277,50297,6,trj_id18_ti6_5277_tf6_5297,1,1,1
Ant,50298,50335,6,trj_id7_ti6_5298_tf6_5335,1,0,1
Ant,50336,50470,6,trj_id7_ti6_5336_tf6_5470,1,1,1
Ant,50471,50542,6,trj_id7_ti6_5471_tf6_5542,1,0,1
