ant,from,to,m,tracklet,assigned,single,source
Ant,27001,27029,4,trj_id15_ti4_1_tf4_29,1,0,1
Ant,27030,27043,4,trj_id28_ti4_30_tf4_43,1,1,1
Ant,27044,27057,4,trj_id15_ti4_44_tf4_57,1,0,1
Ant,27058,27081,4,trj_id15_ti4_58_tf4_81,1,1,1
Ant,27082,27099,4,trj_id15_ti4_82_tf4_99,1,0,1
Ant,27100,27149,4,trj_id24_ti4_100_tf4_149,1,1,1
Ant,27150,27187,4,trj_id15_ti4_150_tf4_187,1,0,1
Ant,27188,27214,4,trj_id15_ti4_188_tf4_214,1,1,1
Ant,27215,27232,4,trj_id15_ti4_215_tf4_232,1,0,1
Ant,27233,27461,4,trj_id15_ti4_233_tf4_461,1,1,1
Ant,27462,27462,4,trj_id12_ti4_462_tf4_462,1,0,1
Ant,27463,27463,4,trj_id15_ti4_463_tf4_463,1,1,1
Ant,27464,28063,4,trj_id12_ti4_464_tf4_1063,1,0,1
Ant,28064,28238,4,trj_id12_ti4_1064_tf4_1238,1,0,1
Ant,28239,28243,4,trj_id12_ti4_1239_tf4_1243,1,1,1
Ant,28244,28704,4,trj_id12_ti4_1244_tf4_1704,1,0,1
Ant,28705,28738,4,trj_id12_ti4_1705_tf4_1738,1,1,1
Ant,28739,28769,4,trj_id12_ti4_1739_tf4_1769,1,0,1
Ant,28770,28776,4,trj_id29_ti4_1770_tf4_1776,1,1,1
Ant,28777,28790,4,trj_id13_ti4_1777_tf4_1790,1,0,1
Ant,28791,28791,4,trj_id13_ti4_1791_tf4_1791,1,1,1
Ant,28792,28810,4,trj_id13_ti4_1792_tf4_1810,1,0,1
Ant,28811,28825,4,trj_id29_ti4_1811_tf4_1825,1,1,1
Ant,28826,28837,4,trj_id13_ti4_1826_tf4_1837,1,0,1
Ant,28838,28863,4,trj_id13_ti4_1838_tf4_1863,1,1,1
Ant,28864,28902,4,trj_id13_ti4_1864_tf4_1902,1,0,1
Ant,28903,28930,4,trj_id16_ti4_1903_tf4_1930,1,1,1
Ant,28931,29080,4,trj_id16_ti4_1931_tf4_2080,1,0,1
Ant,29081,29087,4,trj_id14_ti4_2081_tf4_2087,1,1,1
Ant,29088,29102,4,trj_id16_ti4_2088_tf4_2102,1,0,1
Ant,29103,29117,4,trj_id16_ti4_2103_tf4_2117,1,1,1
Ant,29118,29283,4,trj_id15_ti4_2118_tf4_2283,1,0,1
Ant,29284,29316,4,trj_id15_ti4_2284_tf4_2316,1,1,1
