ant,from,to,m,tracklet,assigned,single,source
Ant,1,600,1,trj_id2_ti1_1_tf1_600,1,1,1
Ant,601,1200,1,trj_id2_ti1_601_tf1_1200,1,1,1
Ant,1201,1280,1,trj_id2_ti1_1201_tf1_1280,1,0,1
Ant,1281,1281,1,trj_id48_ti1_1281_tf1_1281,1,1,1
Ant,1282,1881,1,trj_id2_ti1_1282_tf1_1881,1,0,1
Ant,1882,2481,1,trj_id2_ti1_1882_tf1_2481,1,1,1
Ant,2482,3081,1,trj_id2_ti1_2482_tf1_3081,1,1,1
Ant,3082,3203,1,trj_id2_ti1_3082_tf1_3203,1,1,1
Ant,3204,3803,1,trj_id2_ti1_3204_tf1_3803,1,0,1
Ant,3804,4403,1,trj_id2_ti1_3804_tf1_4403,1,1,1
Ant,4404,5003,1,trj_id2_ti1_4404_tf1_5003,1,1,1
Ant,5004,5603,1,trj_id2_ti1_5004_tf1_5603,1,1,1
Ant,5604,6203,1,trj_id2_ti1_5604_tf1_6203,1,1,1
Ant,6204,6803,1,trj_id2_ti1_6204_tf1_6803,1,1,1
Ant,6804,7403,1,trj_id2_ti1_6804_tf1_7403,1,1,1
Ant,7404,8003,1,trj_id2_ti1_7404_tf1_8003,1,1,1
Ant,8004,8099,1,trj_id2_ti1_8004_tf1_8099,1,0,1
Ant,8100,8100,1,trj_id38_ti1_8100_tf1_8100,1,1,1
Ant,8101,8700,1,trj_id2_ti1_8101_tf1_8700,1,0,1
Ant,8701,9000,1,trj_id2_ti1_8701_tf1_9000,1,1,1
Larva,1,600,1,trj_id7_ti1_1_tf1_600,1,1,1
Larva,601,1200,1,trj_id7_ti1_601_tf1_1200,1,1,1
Larva,1201,1800,1,trj_id6_ti1_1201_tf1_1800,1,1,1
Larva,1801,2400,1,trj_id8_ti1_1801_tf1_2400,1,1,1
Larva,2401,3000,1,trj_id8_ti1_2401_tf1_3000,1,1,1
Larva,3001,3600,1,trj_id8_ti1_3001_tf1_3600,1,1,1
Larva,3601,4200,1,trj_id6_ti1_3601_tf1_4200,1,1,1
Larva,4201,4800,1,trj_id8_ti1_4201_tf1_4800,1,1,1
Larva,4801,5400,1,trj_id8_ti1_4801_tf1_5400,1,1,1
Larva,5401,6000,1,trj_id8_ti1_5401_tf1_6000,1,1,1
Larva,6001,6600,1,trj_id8_ti1_6001_tf1_6600,1,1,1
Larva,6601,7200,1,trj_id8_ti1_6601_tf1_7200,1,1,1
Larva,7201,7800,1,trj_id8_ti1_7201_tf1_7800,1,1,1
Larva,7801,8400,1,trj_id8_ti1_7801_tf1_8400,1,1,1
Larva,8401,9000,1,trj_id8_ti1_8401_tf1_9000,1,1,1
