ant,from,to,m,tracklet,assigned,single,source
Ant,36001,36600,5,trj_id25_ti5_1_tf5_600,1,1,1
Ant,36601,37200,5,trj_id25_ti5_601_tf5_1200,1,1,1
Ant,37201,37800,5,trj_id25_ti5_1201_tf5_1800,1,1,1
Ant,37801,38400,5,trj_id25_ti5_1801_tf5_2400,1,1,1
Ant,38401,39000,5,trj_id21_ti5_2401_tf5_3000,1,1,1
Ant,39001,39600,5,trj_id21_ti5_3001_tf5_3600,1,1,1
Ant,39601,40200,5,trj_id21_ti5_3601_tf5_4200,1,1,1
Ant,40201,40800,5,trj_id21_ti5_4201_tf5_4800,1,1,1
Ant,40801,41400,5,trj_id21_ti5_4801_tf5_5400,1,1,1
Ant,41401,42000,5,trj_id21_ti5_5401_tf5_6000,1,1,1
Ant,42001,42533,5,trj_id15_ti5_6001_tf5_6533,1,0,1
Ant,42534,42546,5,trj_id15_ti5_6534_tf5_6546,1,1,1
Ant,42547,42826,5,trj_id15_ti5_6547_tf5_6826,1,0,1
Ant,42827,42883,5,trj_id15_ti5_6827_tf5_6883,1,1,1
Ant,42884,43169,5,trj_id15_ti5_6884_tf5_7169,1,0,1
Ant,43170,43186,5,trj_id36_ti5_7170_tf5_7186,1,1,1
Ant,43187,43786,5,trj_id26_ti5_7187_tf5_7786,1,0,1
Ant,43787,44105,5,trj_id26_ti5_7787_tf5_8105,1,0,1
Ant,44106,44121,5,trj_id26_ti5_8106_tf5_8121,1,1,1
Ant,44122,44590,5,trj_id26_ti5_8122_tf5_8590,1,0,1
Ant,44591,44602,5,trj_id30_ti5_8591_tf5_8602,1,1,1
Ant,44603,44728,5,trj_id30_ti5_8603_tf5_8728,1,0,1
Ant,44729,44738,5,trj_id30_ti5_8729_tf5_8738,1,1,1
Ant,44739,44739,5,trj_id29_ti5_8739_tf5_8739,1,0,1
Ant,44740,44740,5,trj_id29_ti5_8740_tf5_8740,1,1,1
Ant,44741,44790,5,trj_id29_ti5_8741_tf5_8790,1,0,1
Ant,44791,44796,5,trj_id37_ti5_8791_tf5_8796,1,1,1
Ant,44797,44865,5,trj_id29_ti5_8797_tf5_8865,1,0,1
Ant,44866,44874,5,trj_id20_ti5_8866_tf5_8874,1,1,1
Ant,44875,44896,5,trj_id16_ti5_8875_tf5_8896,1,0,1
Ant,44897,44902,5,trj_id31_ti5_8897_tf5_8902,1,1,1
Ant,44903,45000,5,trj_id31_ti5_8903_tf5_9000,1,0,1
Larva,42001,42533,5,trj_id15_ti5_6001_tf5_6533,1,0,0
Larva,42534,42546,5,trj_id23_ti5_6534_tf5_6546,1,1,1
Larva,42547,42826,5,trj_id15_ti5_6547_tf5_6826,1,0,0
Larva,42827,42883,5,trj_id36_ti5_6827_tf5_6883,1,1,1
Larva,42884,43169,5,trj_id15_ti5_6884_tf5_7169,1,0,0
Larva,43170,43186,5,trj_id15_ti5_7170_tf5_7186,1,1,1
Larva,43187,43786,5,trj_id26_ti5_7187_tf5_7786,1,0,0
Larva,43787,44105,5,trj_id26_ti5_7787_tf5_8105,1,0,0
Larva,44106,44121,5,trj_id33_ti5_8106_tf5_8121,1,1,1
Larva,44122,44590,5,trj_id26_ti5_8122_tf5_8590,1,0,0
Larva,44591,44602,5,trj_id26_ti5_8591_tf5_8602,1,1,1
Larva,44603,44728,5,trj_id30_ti5_8603_tf5_8728,1,0,0
Larva,44729,44738,5,trj_id33_ti5_8729_tf5_8738,1,1,1
Larva,44739,44739,5,trj_id29_ti5_8739_tf5_8739,1,0,0
Larva,44740,44740,5,trj_id30_ti5_8740_tf5_8740,1,1,1
Larva,44741,44790,5,trj_id29_ti5_8741_tf5_8790,1,0,0
Larva,44791,44796,5,trj_id29_ti5_8791_tf5_8796,1,1,1
Larva,44797,44865,5,trj_id29_ti5_8797_tf5_8865,1,0,0
Larva,44866,44874,5,trj_id25_ti5_8866_tf5_8874,1,1,1
Larva,44875,44896,5,trj_id16_ti5_8875_tf5_8896,1,0,0
Larva,44897,44902,5,trj_id16_ti5_8897_tf5_8902,1,1,1
Larva,44903,45000,5,trj_id31_ti5_8903_tf5_9000,1,0,0
