ant,from,to,m,tracklet,assigned,single,source
Ant,54001,54021,7,trj_id27_ti7_1_tf7_21,1,1,1
Ant,54022,54063,7,trj_id25_ti7_22_tf7_63,1,0,1
Ant,54064,54229,7,trj_id35_ti7_64_tf7_229,1,1,1
Ant,54230,54309,7,trj_id32_ti7_230_tf7_309,1,0,1
Ant,54310,54426,7,trj_id15_ti7_310_tf7_426,1,1,1
Ant,54427,54482,7,trj_id15_ti7_427_tf7_482,1,0,1
Ant,54483,54643,7,trj_id33_ti7_483_tf7_643,1,1,1
Ant,54644,54658,7,trj_id23_ti7_644_tf7_658,1,1,1
Ant,54659,54686,7,trj_id15_ti7_659_tf7_686,1,0,1
Ant,54687,54784,7,trj_id15_ti7_687_tf7_784,1,1,1
Ant,54785,55384,7,trj_id15_ti7_785_tf7_1384,1,0,1
Ant,55385,55708,7,trj_id15_ti7_1385_tf7_1708,1,0,1
Ant,55709,55777,7,trj_id29_ti7_1709_tf7_1777,1,1,1
Ant,55778,55816,7,trj_id15_ti7_1778_tf7_1816,1,0,1
Ant,55817,55973,7,trj_id21_ti7_1817_tf7_1973,1,1,1
Ant,55974,55975,7,trj_id25_ti7_1974_tf7_1975,1,0,1
Ant,55976,55976,7,trj_id29_ti7_1976_tf7_1976,1,1,1
Ant,55977,55979,7,trj_id25_ti7_1977_tf7_1979,1,0,1
Ant,55980,55980,7,trj_id29_ti7_1980_tf7_1980,1,1,1
Ant,55981,56004,7,trj_id25_ti7_1981_tf7_2004,1,0,1
Ant,56005,56167,7,trj_id25_ti7_2005_tf7_2167,1,1,1
Ant,56168,56258,7,trj_id22_ti7_2168_tf7_2258,1,0,1
Ant,56259,56388,7,trj_id34_ti7_2259_tf7_2388,1,1,1
Ant,56389,56473,7,trj_id22_ti7_2389_tf7_2473,1,0,1
Ant,56474,56551,7,trj_id22_ti7_2474_tf7_2551,1,1,1
Ant,56552,56554,7,trj_id22_ti7_2552_tf7_2554,1,0,1
Ant,56555,56571,7,trj_id22_ti7_2555_tf7_2571,1,1,1
Ant,56572,56573,7,trj_id18_ti7_2572_tf7_2573,1,0,1
Ant,56574,56574,7,trj_id18_ti7_2574_tf7_2574,1,1,1
Ant,56575,56630,7,trj_id18_ti7_2575_tf7_2630,1,0,1
Ant,56631,56746,7,trj_id29_ti7_2631_tf7_2746,1,1,1
Ant,56747,56796,7,trj_id21_ti7_2747_tf7_2796,1,0,1
Ant,56797,56921,7,trj_id36_ti7_2797_tf7_2921,1,1,1
Ant,56922,56949,7,trj_id33_ti7_2922_tf7_2949,1,0,1
Ant,56950,57183,7,trj_id36_ti7_2950_tf7_3183,1,1,1
