ant,from,to,m,tracklet,assigned,single,source
Ant,45001,45490,6,trj_id28_ti6_1_tf6_490,1,0,1
Ant,45491,45598,6,trj_id28_ti6_491_tf6_598,1,1,1
Ant,45599,45649,6,trj_id9_ti6_599_tf6_649,1,0,1
Ant,45650,45696,6,trj_id9_ti6_650_tf6_696,1,1,1
Ant,45697,45765,6,trj_id9_ti6_697_tf6_765,1,0,1
Ant,45766,45842,6,trj_id26_ti6_766_tf6_842,1,1,1
Ant,45843,45915,6,trj_id17_ti6_843_tf6_915,1,0,1
Ant,45916,46041,6,trj_id38_ti6_916_tf6_1041,1,1,1
Ant,46042,46121,6,trj_id37_ti6_1042_tf6_1121,1,0,1
Ant,46122,46269,6,trj_id27_ti6_1122_tf6_1269,1,1,1
Ant,46270,46318,6,trj_id27_ti6_1270_tf6_1318,1,0,1
Ant,46319,46397,6,trj_id27_ti6_1319_tf6_1397,1,1,1
Ant,46398,46491,6,trj_id12_ti6_1398_tf6_1491,1,0,1
Ant,46492,46622,6,trj_id12_ti6_1492_tf6_1622,1,1,1
Ant,46623,46677,6,trj_id12_ti6_1623_tf6_1677,1,0,1
Ant,46678,46939,6,trj_id31_ti6_1678_tf6_1939,1,1,1
Ant,46940,46962,6,trj_id31_ti6_1940_tf6_1962,1,0,1
Ant,46963,47389,6,trj_id31_ti6_1963_tf6_2389,1,1,1
Ant,47390,47397,6,trj_id15_ti6_2390_tf6_2397,1,0,1
Ant,47398,47401,6,trj_id27_ti6_2398_tf6_2401,1,1,1
Ant,47402,47416,6,trj_id15_ti6_2402_tf6_2416,1,0,1
Ant,47417,47678,6,trj_id15_ti6_2417_tf6_2678,1,1,1
Ant,47679,47698,6,trj_id15_ti6_2679_tf6_2698,1,0,1
Ant,47699,47808,6,trj_id20_ti6_2699_tf6_2808,1,1,1
Ant,47809,47827,6,trj_id15_ti6_2809_tf6_2827,1,0,1
Ant,47828,48033,6,trj_id15_ti6_2828_tf6_3033,1,1,1
Ant,48036,48056,6,trj_id17_ti6_3036_tf6_3056,1,0,1
Ant,48057,48057,6,trj_id26_ti6_3057_tf6_3057,1,1,1
Ant,48058,48058,6,trj_id17_ti6_3058_tf6_3058,1,0,1
Ant,48059,48060,6,trj_id26_ti6_3059_tf6_3060,1,1,1
Ant,48061,48347,6,trj_id17_ti6_3061_tf6_3347,1,0,1
Ant,48348,48370,6,trj_id17_ti6_3348_tf6_3370,1,0,1
Ant,48371,48441,6,trj_id27_ti6_3371_tf6_3441,1,1,1
Ant,48442,48475,6,trj_id17_ti6_3442_tf6_3475,1,0,1
Ant,48476,48702,6,trj_id17_ti6_3476_tf6_3702,1,1,1
Ant,48703,48726,6,trj_id17_ti6_3703_tf6_3726,1,0,1
Ant,48727,48835,6,trj_id27_ti6_3727_tf6_3835,1,1,1
Ant,48836,48841,6,trj_id17_ti6_3836_tf6_3841,1,0,1
Ant,48842,48851,6,trj_id27_ti6_3842_tf6_3851,1,1,1
Ant,48852,48948,6,trj_id18_ti6_3852_tf6_3948,1,0,1
Ant,48949,48949,6,trj_id18_ti6_3949_tf6_3949,1,1,1
Ant,48950,48951,6,trj_id18_ti6_3950_tf6_3951,1,0,1
Ant,48952,49132,6,trj_id18_ti6_3952_tf6_4132,1,1,1
Ant,49133,49163,6,trj_id28_ti6_4133_tf6_4163,1,0,1
