ant,from,to,m,tracklet,assigned,single,source
Ant,63001,63600,8,trj_id10_ti8_1_tf8_600,1,1,1
Ant,63601,63941,8,trj_id10_ti8_601_tf8_941,1,0,1
Ant,63942,64082,8,trj_id10_ti8_942_tf8_1082,1,1,1
Ant,64083,64110,8,trj_id10_ti8_1083_tf8_1110,1,0,1
Ant,64111,64188,8,trj_id10_ti8_1111_tf8_1188,1,1,1
Ant,64189,64237,8,trj_id10_ti8_1189_tf8_1237,1,0,1
Ant,64238,64253,8,trj_id39_ti8_1238_tf8_1253,1,1,1
Ant,64254,64331,8,trj_id10_ti8_1254_tf8_1331,1,0,1
Ant,64332,64457,8,trj_id10_ti8_1332_tf8_1457,1,1,1
Ant,64458,64522,8,trj_id10_ti8_1458_tf8_1522,1,0,1
Ant,64523,64529,8,trj_id41_ti8_1523_tf8_1529,1,1,1
Ant,64530,64636,8,trj_id10_ti8_1530_tf8_1636,1,0,1
Ant,64637,64639,8,trj_id7_ti8_1637_tf8_1639,1,1,1
Ant,64640,64646,8,trj_id7_ti8_1640_tf8_1646,1,0,1
Ant,64647,64723,8,trj_id7_ti8_1647_tf8_1723,1,1,1
Ant,64724,64752,8,trj_id7_ti8_1724_tf8_1752,1,0,1
Ant,64753,65191,8,trj_id7_ti8_1753_tf8_2191,1,1,1
Ant,65192,65203,8,trj_id7_ti8_2192_tf8_2203,1,0,1
Ant,65204,65271,8,trj_id6_ti8_2204_tf8_2271,1,1,1
Ant,65272,65285,8,trj_id6_ti8_2272_tf8_2285,1,0,1
Ant,65286,65288,8,trj_id6_ti8_2286_tf8_2288,1,1,1
Ant,65289,65309,8,trj_id6_ti8_2289_tf8_2309,1,0,1
Ant,65310,65467,8,trj_id6_ti8_2310_tf8_2467,1,1,1
Ant,65468,65508,8,trj_id6_ti8_2468_tf8_2508,1,0,1
Ant,65509,65518,8,trj_id32_ti8_2509_tf8_2518,1,1,1
Ant,65519,65545,8,trj_id6_ti8_2519_tf8_2545,1,0,1
Ant,65546,65754,8,trj_id6_ti8_2546_tf8_2754,1,1,1
Ant,65755,65775,8,trj_id6_ti8_2755_tf8_2775,1,0,1
Ant,65776,65915,8,trj_id6_ti8_2776_tf8_2915,1,1,1
Ant,65916,65939,8,trj_id6_ti8_2916_tf8_2939,1,0,1
Ant,65940,65959,8,trj_id30_ti8_2940_tf8_2959,1,1,1
Ant,65960,66019,8,trj_id6_ti8_2960_tf8_3019,1,0,1
Ant,66020,66126,8,trj_id6_ti8_3020_tf8_3126,1,1,1
Ant,66127,66152,8,trj_id6_ti8_3127_tf8_3152,1,0,1
Ant,66153,66155,8,trj_id25_ti8_3153_tf8_3155,1,1,1
Ant,66156,66157,8,trj_id6_ti8_3156_tf8_3157,1,0,1
Ant,66158,66162,8,trj_id25_ti8_3158_tf8_3162,1,1,1
Ant,66163,66187,8,trj_id6_ti8_3163_tf8_3187,1,0,1
Ant,66188,66202,8,trj_id6_ti8_3188_tf8_3202,1,1,1
Ant,66203,66265,8,trj_id6_ti8_3203_tf8_3265,1,0,1
Ant,66266,66816,8,trj_id6_ti8_3266_tf8_3816,1,1,1
Ant,66817,66835,8,trj_id6_ti8_3817_tf8_3835,1,0,1
Ant,66836,66852,8,trj_id32_ti8_3836_tf8_3852,1,0,1
Ant,66853,67062,8,trj_id32_ti8_3853_tf8_4062,1,1,1
Ant,67063,67127,8,trj_id30_ti8_4063_tf8_4127,1,0,1
Ant,67128,67533,8,trj_id24_ti8_4128_tf8_4533,1,1,1
Ant,67534,67623,8,trj_id24_ti8_4534_tf8_4623,1,0,1
Ant,67624,67736,8,trj_id5_ti8_4624_tf8_4736,1,1,1
Ant,67737,67769,8,trj_id24_ti8_4737_tf8_4769,1,0,1
Ant,67770,67776,8,trj_id37_ti8_4770_tf8_4776,1,1,1
Ant,67777,68204,8,trj_id24_ti8_4777_tf8_5204,1,0,1
Ant,68205,68345,8,trj_id23_ti8_5205_tf8_5345,1,1,1
Ant,68346,68414,8,trj_id23_ti8_5346_tf8_5414,1,0,1
Ant,68415,68416,8,trj_id23_ti8_5415_tf8_5416,1,1,1
Ant,68420,68422,8,trj_id23_ti8_5420_tf8_5422,1,1,0
Ant,68423,68425,8,trj_id22_ti8_5423_tf8_5425,1,0,1
Ant,68426,68429,8,trj_id23_ti8_5426_tf8_5429,1,1,1
Ant,68430,68430,8,trj_id22_ti8_5430_tf8_5430,1,0,1
Ant,68431,68431,8,trj_id23_ti8_5431_tf8_5431,1,1,1
Ant,68432,68432,8,trj_id22_ti8_5432_tf8_5432,1,0,1
Ant,68433,68435,8,trj_id23_ti8_5433_tf8_5435,1,1,1
