ant,from,to,m,tracklet,assigned,single,source
Ant,81001,81003,10,trj_id24_ti10_1_tf10_3,1,1,1
Ant,81005,81005,10,trj_id24_ti10_5_tf10_5,1,0,0
Ant,81006,81051,10,trj_id23_ti10_6_tf10_51,1,0,1
Ant,81052,81085,10,trj_id8_ti10_52_tf10_85,1,1,1
Ant,81086,81184,10,trj_id8_ti10_86_tf10_184,1,0,1
Ant,81185,81307,10,trj_id24_ti10_185_tf10_307,1,1,1
Ant,81308,81463,10,trj_id24_ti10_308_tf10_463,1,1,1
Ant,81464,81481,10,trj_id24_ti10_464_tf10_481,1,1,1
Ant,81482,81529,10,trj_id8_ti10_482_tf10_529,1,0,1
Ant,81530,81603,10,trj_id8_ti10_530_tf10_603,1,1,1
Ant,81604,81666,10,trj_id8_ti10_604_tf10_666,1,0,1
Ant,81667,81699,10,trj_id18_ti10_667_tf10_699,1,1,1
Ant,81700,81827,10,trj_id8_ti10_700_tf10_827,1,0,1
Ant,81828,81855,10,trj_id8_ti10_828_tf10_855,1,1,1
Ant,81856,81888,10,trj_id8_ti10_856_tf10_888,1,0,1
Ant,81889,81893,10,trj_id38_ti10_889_tf10_893,1,1,1
Ant,81894,81905,10,trj_id8_ti10_894_tf10_905,1,0,1
Ant,81906,81949,10,trj_id18_ti10_906_tf10_949,1,1,1
Ant,81950,82008,10,trj_id18_ti10_950_tf10_1008,1,0,1
Ant,82009,82030,10,trj_id32_ti10_1009_tf10_1030,1,0,1
Ant,82031,82032,10,trj_id31_ti10_1031_tf10_1032,1,1,1
Ant,82033,82110,10,trj_id17_ti10_1033_tf10_1110,1,0,1
Ant,82111,82285,10,trj_id17_ti10_1111_tf10_1285,1,1,1
Ant,82286,82333,10,trj_id17_ti10_1286_tf10_1333,1,0,1
Ant,82334,82380,10,trj_id33_ti10_1334_tf10_1380,1,1,1
Ant,82387,82387,10,trj_id35_ti10_1387_tf10_1387,1,0,0
Ant,82388,82436,10,trj_id30_ti10_1388_tf10_1436,1,0,1
Ant,82437,82452,10,trj_id30_ti10_1437_tf10_1452,1,1,1
Ant,82453,82611,10,trj_id30_ti10_1453_tf10_1611,1,0,1
Ant,82612,82967,10,trj_id22_ti10_1612_tf10_1967,1,0,1
Ant,82968,82969,10,trj_id24_ti10_1968_tf10_1969,1,1,1
Ant,82970,82971,10,trj_id22_ti10_1970_tf10_1971,1,0,1
Ant,82972,82972,10,trj_id22_ti10_1972_tf10_1972,1,1,1
Ant,82973,83049,10,trj_id22_ti10_1973_tf10_2049,1,0,1
Ant,83050,83050,10,trj_id22_ti10_2050_tf10_2050,1,1,1
Ant,83051,83052,10,trj_id22_ti10_2051_tf10_2052,1,0,1
Ant,83053,83057,10,trj_id39_ti10_2053_tf10_2057,1,1,1
Ant,83058,83058,10,trj_id39_ti10_2058_tf10_2058,1,0,1
Ant,83059,83060,10,trj_id40_ti10_2059_tf10_2060,1,1,1
Ant,83061,83076,10,trj_id22_ti10_2061_tf10_2076,1,0,1
Ant,83077,83088,10,trj_id35_ti10_2077_tf10_2088,1,1,1
Ant,83089,83220,10,trj_id22_ti10_2089_tf10_2220,1,0,1
Ant,83221,83232,10,trj_id22_ti10_2221_tf10_2232,1,1,1
Ant,83233,83366,10,trj_id13_ti10_2233_tf10_2366,1,0,1
Ant,83367,83432,10,trj_id13_ti10_2367_tf10_2432,1,1,1
Ant,83433,83515,10,trj_id13_ti10_2433_tf10_2515,1,0,1
Ant,83516,83593,10,trj_id20_ti10_2516_tf10_2593,1,1,1
Ant,83594,83595,10,trj_id20_ti10_2594_tf10_2595,1,0,1
Ant,83596,83707,10,trj_id20_ti10_2596_tf10_2707,1,1,1
Ant,83708,83756,10,trj_id20_ti10_2708_tf10_2756,1,0,1
Ant,83757,83800,10,trj_id20_ti10_2757_tf10_2800,1,0,1
Ant,83801,83898,10,trj_id36_ti10_2801_tf10_2898,1,1,1
Ant,83899,83900,10,trj_id29_ti10_2899_tf10_2900,1,0,1
Ant,83901,83917,10,trj_id32_ti10_2901_tf10_2917,1,1,1
Ant,83918,83921,10,trj_id32_ti10_2918_tf10_2921,1,0,1
Ant,83922,84019,10,trj_id32_ti10_2922_tf10_3019,1,0,1
Ant,84020,84038,10,trj_id26_ti10_3020_tf10_3038,1,0,1
Ant,84039,84183,10,trj_id26_ti10_3039_tf10_3183,1,1,1
Ant,84184,84490,10,trj_id25_ti10_3184_tf10_3490,1,0,1
Ant,84491,84499,10,trj_id23_ti10_3491_tf10_3499,1,1,1
Ant,84500,84553,10,trj_id19_ti10_3500_tf10_3553,1,0,1
Ant,84554,84556,10,trj_id19_ti10_3554_tf10_3556,1,0,1
Ant,84557,84560,10,trj_id35_ti10_3557_tf10_3560,1,0,1
Ant,84561,84589,10,trj_id35_ti10_3561_tf10_3589,1,1,1
Ant,84708,84736,10,trj_id19_ti10_3708_tf10_3736,1,1,1
Ant,84737,84754,10,trj_id19_ti10_3737_tf10_3754,1,0,1
Ant,84755,84831,10,trj_id19_ti10_3755_tf10_3831,1,0,1
Ant,84832,84832,10,trj_id19_ti10_3832_tf10_3832,1,1,1
Ant,84833,84881,10,trj_id15_ti10_3833_tf10_3881,1,0,1
Ant,84882,84963,10,trj_id31_ti10_3882_tf10_3963,1,1,1
Ant,84964,84996,10,trj_id15_ti10_3964_tf10_3996,1,0,1
Ant,84997,85074,10,trj_id7_ti10_3997_tf10_4074,1,1,1
Ant,85075,85168,10,trj_id7_ti10_4075_tf10_4168,1,0,1
Ant,85169,85210,10,trj_id42_ti10_4169_tf10_4210,1,1,1
Ant,85211,85256,10,trj_id35_ti10_4211_tf10_4256,1,0,1
